Date	Open	High	Low	Close	Volume	Adj Close						
10/10/2008	4313.8	4313.8	3874	3932.1	2146498800	3932.1	-462.1	-381.7	-1	-1	-1	
09/10/2008	4366.7	4512.5	4274.4	4313.8	1903576800	4313.8	56.9	-52.9	1	-1	1	
08/10/2008	4605.2	4654.2	4245.3	4366.7	2146613600	4366.7	434.6	-238.5	1	-1	0	
07/10/2008	4589.2	4745	4517.5	4605.2	2142946800	4605.2	291.4	16	1	1	1	
06/10/2008	4980.3	4980.3	4549.7	4589.2	1802091400	4589.2	222.5	-391.1	1	-1	-1	
03/10/2008	4870.3	5003.9	4832.1	4980.3	1565720100	4980.3	375.1	110	1	1	1	
02/10/2008	4959.6	5052	4862.1	4870.3	1321029600	4870.3	281.1	-89.3	1	-1	-1	
01/10/2008	4902.5	5012.2	4891.5	4959.6	1532944100	4959.6	-20.7	57.1	-1	1	1	
30/09/2008	4818.8	4953.4	4671	4902.5	1767670400	4902.5	32.2	83.7	1	1	0	
29/09/2008	5088.5	5088.5	4818.8	4818.8	1512406900	4818.8	-140.8	-269.7	-1	-1	0	
26/09/2008	5197	5197	5057.3	5088.5	1124378300	5088.5	186	-108.5	1	-1	1	
25/09/2008	5095.6	5211.6	5060.7	5197	1428145900	5197	378.2	101.4	1	1	1	
24/09/2008	5136.1	5167.4	5087.3	5095.6	1259398100	5095.6	7.1	-40.5	1	-1	-1	
23/09/2008	5236.3	5236.3	5076.3	5136.1	1502159000	5136.1	-60.9	-100.2	-1	-1	0	
22/09/2008	5311.3	5339.3	5236.3	5236.3	1294511500	5236.3	140.7	-75	1	-1	0	
19/09/2008	4880	5351.2	4857.1	5311.3	2147442800	5311.3	175.2	431.3	1	1	1	
18/09/2008	4912.4	5015.9	4860.7	4880	2145521400	4880	-356.3	-32.4	-1	-1	-1	
17/09/2008	5025.6	5124.4	4903.3	4912.4	2146561600	4912.4	-398.9	-113.2	-1	-1	1	
16/09/2008	5204.2	5204.2	4961.2	5025.6	2146099200	5025.6	145.6	-178.6	1	-1	1	
15/09/2008	5416.7	5416.7	5124.9	5204.2	2087491400	5204.2	291.8	-212.5	1	-1	-1	
12/09/2008	5318.4	5416.7	5318.4	5416.7	1375294700	5416.7	391.1	98.3	1	1	1	
11/09/2008	5366.2	5377.9	5258.1	5318.4	1448877900	5318.4	114.2	-47.8	1	-1	-1	
10/09/2008	5415.6	5419.5	5327.8	5366.2	1580677300	5366.2	-50.5	-49.4	-1	-1	-1	
09/09/2008	5446.3	5524.8	5386.9	5415.6	2008764200	5415.6	97.2	-30.7	1	-1	0	
08/09/2008	5240.7	5447.6	5240.7	5446.3	808056500	5446.3	80.1	205.6	1	1	0	
05/09/2008	5362.1	5362.1	5227.6	5240.7	1653449100	5240.7	-174.9	-121.4	-1	-1	0	
04/09/2008	5499.7	5541.7	5362.1	5362.1	1424206800	5362.1	-84.2	-137.6	-1	-1	1	
03/09/2008	5620.7	5620.7	5492.1	5499.7	1257682600	5499.7	259	-121	1	-1	0	
02/09/2008	5602.8	5646.5	5574.9	5620.7	1347035700	5620.7	258.6	17.9	1	1	1	
01/09/2008	5636.6	5636.6	5573.8	5602.8	590551500	5602.8	103.1	-33.8	1	-1	-1	
29/08/2008	5601.2	5649.1	5587.4	5636.6	1110243500	5636.6	15.9	35.4	1	1	1	
28/08/2008	5528.1	5634	5496.9	5601.2	1098757800	5601.2	-1.6	73.1	-1	1	0	
27/08/2008	5470.7	5540.8	5434.7	5528.1	879705600	5528.1	-108.5	57.4	-1	1	0	
26/08/2008	5505.6	5505.6	5369.3	5470.7	964507900	5470.7	-130.5	-34.9	-1	-1	1	
22/08/2008	5370.2	5505.6	5368	5505.6	1024330700	5505.6	-22.5	135.4	-1	1	-1	
21/08/2008	5371.8	5408	5311.4	5370.2	1013619100	5370.2	-100.5	-1.6	-1	-1	0	
20/08/2008	5320.4	5384.2	5320.4	5371.8	1086561800	5371.8	-133.8	51.4	-1	1	-1	
19/08/2008	5450.2	5450.2	5317.1	5320.4	1162376300	5320.4	-49.8	-129.8	-1	-1	1	
18/08/2008	5454.8	5498.7	5425.3	5450.2	727618300	5450.2	78.4	-4.6	1	-1	0	
15/08/2008	5497.4	5538.8	5432.2	5454.8	964805700	5454.8	134.4	-42.6	1	-1	0	
14/08/2008	5448.6	5539.6	5445.6	5497.4	1127815600	5497.4	47.2	48.8	1	1	1	
13/08/2008	5534.5	5534.5	5437.1	5448.6	1399993600	5448.6	-6.2	-85.9	-1	-1	0	
12/08/2008	5541.8	5569.2	5491.3	5534.5	1249922600	5534.5	37.1	-7.3	1	-1	0	
11/08/2008	5489.2	5541.8	5477.7	5541.8	1121815500	5541.8	93.2	52.6	1	1	0	
08/08/2008	5477.5	5507.2	5410.8	5489.2	1416497600	5489.2	-45.3	11.7	-1	1	0	
07/08/2008	5486.1	5539.3	5450.9	5477.5	1552588900	5477.5	-64.3	-8.6	-1	-1	0	
06/08/2008	5454.5	5498.6	5440.1	5486.1	1634688400	5486.1	-3.1	31.6	-1	1	0	
05/08/2008	5320.2	5454.5	5299.7	5454.5	1655152900	5454.5	-23	134.3	-1	1	0	
04/08/2008	5354.7	5414.7	5310.3	5320.2	972098200	5320.2	-165.9	-34.5	-1	-1	0	
01/08/2008	5411.9	5411.9	5321.3	5354.7	1344622600	5354.7	-99.8	-57.2	-1	-1	1	
31/07/2008	5420.7	5456.1	5371.3	5411.9	1768570800	5411.9	91.7	-8.8	1	-1	0	
30/07/2008	5319.2	5435.9	5319.2	5420.7	1458786200	5420.7	66	101.5	1	1	0	
29/07/2008	5312.6	5354.6	5261.4	5319.2	1509528900	5319.2	-92.7	6.6	-1	1	0	
28/07/2008	5352.6	5365.8	5308.4	5312.6	1076152300	5312.6	-108.1	-40	-1	-1	0	
25/07/2008	5362.3	5375.2	5291.4	5352.6	1667475500	5352.6	33.4	-9.7	1	-1	1	
24/07/2008	5449.9	5463.7	5345.1	5362.3	1731840200	5362.3	49.7	-87.6	1	-1	0	
23/07/2008	5364.1	5467.2	5364.1	5449.9	2126534000	5449.9	97.3	85.8	1	1	0	
22/07/2008	5404.3	5404.3	5282.8	5364.1	1931906200	5364.1	1.8	-40.2	1	-1	0	
21/07/2008	5376.4	5445.8	5334.6	5404.3	1609589900	5404.3	-45.6	27.9	-1	1	0	
18/07/2008	5286.3	5376.4	5216.6	5376.4	2061723400	5376.4	12.3	90.1	1	1	0	
17/07/2008	5150.6	5320.5	5150.6	5286.3	2068339200	5286.3	-118	135.7	-1	1	0	
16/07/2008	5171.9	5210.1	5071.1	5150.6	2109417400	5150.6	-225.8	-21.3	-1	-1	1	
15/07/2008	5300.4	5300.4	5119	5171.9	2029590000	5171.9	-114.4	-128.5	-1	-1	1	
14/07/2008	5261.6	5373.2	5261.6	5300.4	1335586100	5300.4	149.8	38.8	1	1	-1	
11/07/2008	5406.8	5461.8	5261.6	5261.6	1687915400	5261.6	89.7	-145.2	1	-1	-1	
10/07/2008	5529.6	5529.6	5392.6	5406.8	1469240800	5406.8	106.4	-122.8	1	-1	0	
09/07/2008	5440.5	5538.2	5440.5	5529.6	1482713400	5529.6	268	89.1	1	1	1	
08/07/2008	5512.7	5512.7	5358.7	5440.5	1557397800	5440.5	33.7	-72.2	1	-1	-1	
07/07/2008	5412.8	5516.4	5400.1	5512.7	1185721200	5512.7	-16.9	99.9	-1	1	0	
04/07/2008	5476.6	5490.2	5394	5412.8	965363300	5412.8	-27.7	-63.8	-1	-1	0	
03/07/2008	5426.3	5490.6	5358.5	5476.6	1779109000	5476.6	-36.1	50.3	-1	1	0	
02/07/2008	5479.9	5566.8	5426.3	5426.3	1775871600	5426.3	13.5	-53.6	1	-1	0	
01/07/2008	5625.9	5625.9	5466.3	5479.9	1767594400	5479.9	3.3	-146	1	-1	0	
30/06/2008	5529.9	5625.9	5520.2	5625.9	1411196600	5625.9	199.6	96	1	1	0	
27/06/2008	5518.2	5555.2	5470.9	5529.9	1673088200	5529.9	50	11.7	1	1	1	
26/06/2008	5666.1	5666.1	5518.2	5518.2	1603238400	5518.2	-107.7	-147.9	-1	-1	0	
25/06/2008	5634.7	5669.6	5634.7	5666.1	1527032600	5666.1	136.2	31.4	1	1	-1	
24/06/2008	5667.2	5693.8	5581.6	5634.7	1606100900	5634.7	116.5	-32.5	1	-1	-1	
23/06/2008	5620.8	5679.2	5603.2	5667.2	1290570200	5667.2	1.1	46.4	1	1	1	
20/06/2008	5708.4	5731.9	5597	5620.8	1692611200	5620.8	-13.9	-87.6	-1	-1	0	
19/06/2008	5756.9	5786.4	5707.2	5708.4	1439258100	5708.4	41.2	-48.5	1	-1	0	
18/06/2008	5861.9	5861.9	5735.4	5756.9	1326674800	5756.9	136.1	-105	1	-1	0	
17/06/2008	5794.6	5930.3	5794.6	5861.9	1313063700	5861.9	153.5	67.3	1	1	1	
16/06/2008	5802.8	5832.6	5759.6	5794.6	1256900600	5794.6	37.7	-8.2	1	-1	-1	
13/06/2008	5790.5	5818.3	5719.5	5802.8	1354166400	5802.8	-59.1	12.3	-1	1	0	
12/06/2008	5723.3	5797.8	5719.8	5790.5	1871531600	5790.5	-4.1	67.2	-1	1	0	
11/06/2008	5827.3	5859.4	5708.3	5723.3	1940485200	5723.3	-79.5	-104	-1	-1	0	
10/06/2008	5877.6	5877.6	5813.4	5827.3	1327223000	5827.3	36.8	-50.3	1	-1	0	
09/06/2008	5906.8	5938.5	5869.6	5877.6	1314146900	5877.6	154.3	-29.2	1	-1	0	
06/06/2008	5995.3	6074.5	5906.5	5906.8	1377027600	5906.8	79.5	-88.5	1	-1	-1	
05/06/2008	5970.1	6005.1	5941	5995.3	1444749900	5995.3	117.7	25.2	1	1	0	
04/06/2008	6057.7	6057.7	5933.3	5970.1	1610558000	5970.1	63.3	-87.6	1	-1	-1	
03/06/2008	6007.6	6059	5993.3	6057.7	1331720200	6057.7	62.4	50.1	1	1	0	
02/06/2008	6053.5	6060.8	5978.4	6007.6	1276851200	6007.6	37.5	-45.9	1	-1	0	
30/05/2008	6068.1	6111.6	6044.7	6053.5	1650279200	6053.5	-4.2	-14.6	-1	-1	0	
29/05/2008	6069.6	6130.5	6041.1	6068.1	1377028900	6068.1	60.5	-1.5	1	-1	0	
28/05/2008	6058.5	6122.2	6052.5	6069.6	1344993800	6069.6	16.1	11.1	1	1	0	
27/05/2008	6087.3	6141.7	6048.7	6058.5	1296466600	6058.5	-9.6	-28.8	-1	-1	0	
23/05/2008	6181.6	6182.9	6087.3	6087.3	1133051900	6087.3	17.7	-94.3	1	-1	0	
22/05/2008	6198.1	6226.2	6159.4	6181.6	1551634800	6181.6	123.1	-16.5	1	-1	0	
21/05/2008	6191.6	6257.3	6183.5	6198.1	1354508000	6198.1	110.8	6.5	1	1	1	
20/05/2008	6376.5	6376.5	6191.6	6191.6	1351934500	6191.6	10	-184.9	1	-1	-1	
19/05/2008	6304.3	6377	6302.8	6376.5	1110917100	6376.5	178.4	72.2	1	1	0	
16/05/2008	6251.8	6348.6	6251.8	6304.3	1197660300	6304.3	112.7	52.5	1	1	1	
15/05/2008	6216	6258.5	6168.8	6251.8	1137169700	6251.8	-124.7	35.8	-1	1	1	
14/05/2008	6211.9	6253.1	6167.9	6216	1161774400	6216	-88.3	4.1	-1	1	-1	
13/05/2008	6220.6	6268.1	6142.3	6211.9	1049796000	6211.9	-39.9	-8.7	-1	-1	0	
12/05/2008	6204.7	6251.9	6184.8	6220.6	678570700	6220.6	4.6	15.9	1	1	0	
09/05/2008	6270.8	6270.8	6167.6	6204.7	965929700	6204.7	-7.2	-66.1	-1	-1	0	
08/05/2008	6256.5	6273.3	6217	6270.8	1054319800	6270.8	50.2	14.3	1	1	0	
07/05/2008	6215.2	6275	6214.1	6261	1037172400	6261	56.3	45.8	1	1	0	
06/05/2008	6215.5	6233.7	6155.9	6215.2	1079965300	6215.2	-55.6	-0.3	-1	-1	0	
02/05/2008	6087.3	6223.9	6087.3	6215.5	1199397100	6215.5	-41	128.2	-1	1	0	
01/05/2008	6087.3	6118.2	6066	6087.3	579875000	6087.3	-127.9	0	-1	-1	0	
30/04/2008	6089.4	6120.3	6035.8	6087.3	1156329800	6087.3	-128.2	-2.1	-1	-1	1	
29/04/2008	6090.4	6133.5	6051.6	6089.4	998315800	6089.4	2.1	-1	1	-1	1	
28/04/2008	6091.4	6134.5	6083.5	6090.4	781898400	6090.4	3.1	-1	1	-1	0	
25/04/2008	6050.7	6098.8	6045.5	6091.4	1148950800	6091.4	2	40.7	1	1	0	
24/04/2008	6083.6	6083.6	5951.9	6050.7	1145619100	6050.7	-39.7	-32.9	-1	-1	0	
23/04/2008	6034.7	6083.6	5978.8	6083.6	1353681200	6083.6	-7.8	48.9	-1	1	0	
22/04/2008	6053	6072	6007.5	6034.7	1035231400	6034.7	-16	-18.3	-1	-1	0	
21/04/2008	6056.5	6089.5	6021.2	6053	1173183700	6053	-30.6	-3.5	-1	-1	0	
18/04/2008	5980.4	6062.1	5974.3	6056.5	1420110800	6056.5	21.8	76.1	1	1	0	
17/04/2008	6046.2	6086.4	5973.9	5980.4	1341988500	5980.4	-72.6	-65.8	-1	-1	0	
16/04/2008	5906.9	6046.2	5906.9	6046.2	1277224000	6046.2	-10.3	139.3	-1	1	0	
15/04/2008	5831.6	5943.3	5831.6	5906.9	1265818100	5906.9	-73.5	75.3	-1	1	0	
14/04/2008	5895.5	5895.5	5827	5831.6	1072015700	5831.6	-214.6	-63.9	-1	-1	0	
11/04/2008	5965.1	6016.3	5866.1	5895.5	1230140800	5895.5	-11.4	-69.6	-1	-1	1	
10/04/2008	5983.9	6003.2	5881.9	5965.1	1231191100	5965.1	133.5	-18.8	1	-1	0	
09/04/2008	5990.2	6015.6	5947.2	5983.9	955804800	5983.9	88.4	-6.3	1	-1	-1	
08/04/2008	6014.8	6014.8	5942.2	5990.2	934848900	5990.2	25.1	-24.6	1	-1	0	
07/04/2008	5947.1	6014.8	5947.1	6014.8	946532500	6014.8	30.9	67.7	1	1	0	
04/04/2008	5891.3	5948	5888	5947.1	955634000	5947.1	-43.1	55.8	-1	1	0	
03/04/2008	5915.9	5935.2	5864	5891.3	1065812800	5891.3	-123.5	-24.6	-1	-1	0	
02/04/2008	5852.6	5920.1	5827.2	5915.9	1317727700	5915.9	-31.2	63.3	-1	1	-1	
01/04/2008	5702.1	5865.8	5670.4	5852.6	1473810500	5852.6	-38.7	150.5	-1	1	0	
31/03/2008	5692.9	5715.1	5585.6	5702.1	1374906000	5702.1	-213.8	9.2	-1	1	0	
28/03/2008	5717.5	5747.2	5673.7	5692.9	1045046000	5692.9	-159.7	-24.6	-1	-1	1	
27/03/2008	5660.4	5735	5650.9	5717.5	1419002800	5717.5	15.4	57.1	1	1	-1	
26/03/2008	5689.1	5689.1	5639.1	5660.4	1503602200	5660.4	-32.5	-28.7	-1	-1	0	
25/03/2008	5495.2	5704.3	5495.2	5689.1	1962218800	5689.1	-28.4	193.9	-1	1	0	
20/03/2008	5545.6	5545.6	5461.9	5495.2	2137214800	5495.2	-165.2	-50.4	-1	-1	0	
19/03/2008	5605.8	5653.6	5524.8	5545.6	2127270600	5545.6	-143.5	-60.2	-1	-1	1	
18/03/2008	5414.4	5610	5414.4	5605.8	1660294600	5605.8	110.6	191.4	1	1	-1	
17/03/2008	5631.7	5631.7	5414.4	5414.4	2058764000	5414.4	-131.2	-217.3	-1	-1	-1	
14/03/2008	5692.4	5782	5595.8	5631.7	1551274900	5631.7	25.9	-60.7	1	-1	1	
13/03/2008	5776.4	5776.4	5628.9	5692.4	1628702200	5692.4	278	-84	1	-1	0	
12/03/2008	5690.4	5812.7	5690.4	5776.4	1421374500	5776.4	144.7	86	1	1	1	
11/03/2008	5629.1	5783.4	5629.1	5690.4	1753848000	5690.4	-2	61.3	-1	1	1	
10/03/2008	5699.9	5718.8	5616.6	5629.1	1311043900	5629.1	-147.3	-70.8	-1	-1	0	
07/03/2008	5766.4	5766.4	5655.7	5699.9	1561260200	5699.9	9.5	-66.5	1	-1	1	
06/03/2008	5853.5	5871.1	5753.1	5766.4	1223869600	5766.4	137.3	-87.1	1	-1	0	
05/03/2008	5767.7	5860.5	5763.9	5853.5	1416583600	5853.5	153.6	85.8	1	1	1	
04/03/2008	5818.6	5872.9	5719.8	5767.7	1557756500	5767.7	1.3	-50.9	1	-1	-1	
03/03/2008	5884.3	5884.3	5770.1	5818.6	1524223000	5818.6	-34.9	-65.7	-1	-1	0	
29/02/2008	5965.7	5986.2	5859.3	5884.3	1558677200	5884.3	116.6	-81.4	1	-1	0	
28/02/2008	6076.5	6090.8	5960.3	5965.7	1557014700	5965.7	147.1	-110.8	1	-1	-1	
27/02/2008	6087.4	6104.5	5989	6076.5	1509729900	6076.5	192.2	-10.9	1	-1	-1	
26/02/2008	5999.5	6092.5	5991.6	6087.4	1285073100	6087.4	121.7	87.9	1	1	1	
25/02/2008	5888.5	6011.7	5888.5	5999.5	1214773900	5999.5	-77	111	-1	1	1	
22/02/2008	5932.2	5970.9	5863.8	5888.5	1249304400	5888.5	-198.9	-43.7	-1	-1	0	
21/02/2008	5893.6	6004.4	5893.6	5932.2	1304872300	5932.2	-67.3	38.6	-1	1	-1	
20/02/2008	5966.9	5966.9	5847.4	5893.6	1483248800	5893.6	5.1	-73.3	1	-1	0	
19/02/2008	5946.6	6033.7	5884.8	5966.9	1309767300	5966.9	34.7	20.3	1	1	0	
15/02/2008	5879.3	5915	5763.5	5787.6	1286214000	5787.6	-106	-91.7	-1	-1	0	
14/02/2008	5880.1	5938.5	5859.4	5879.3	1313155200	5879.3	-87.6	-0.8	-1	-1	1	
13/02/2008	5910	5915	5814.8	5880.1	1282472200	5880.1	-66.5	-29.9	-1	-1	0	
12/02/2008	5707.7	5910	5707.7	5910	1473528000	5910	30.7	202.3	1	1	0	
11/02/2008	5784	5789.6	5681.5	5707.7	1130427300	5707.7	-172.4	-76.3	-1	-1	0	
08/02/2008	5724.1	5805.3	5703.1	5784	1253695200	5784	-126	59.9	-1	1	-1	
07/02/2008	5875.4	5875.4	5708.8	5724.1	1651444900	5724.1	16.4	-151.3	1	-1	1	
06/02/2008	5868	5892.6	5816.4	5875.4	1319507100	5875.4	91.4	7.4	1	1	0	
05/02/2008	6026.2	6026.2	5852.8	5868	1424460500	5868	143.9	-158.2	1	-1	0	
04/02/2008	6029.2	6071.3	6000.2	6026.2	1102822300	6026.2	150.8	-3	1	-1	-1	
01/02/2008	5879.8	6044.9	5879.8	6029.2	1791834000	6029.2	161.2	149.4	1	1	1	
31/01/2008	5837.3	5899.5	5689.4	5879.8	1889212600	5879.8	-146.4	42.5	-1	1	1	
30/01/2008	5885.2	5885.2	5818.6	5837.3	1122769400	5837.3	-191.9	-47.9	-1	-1	1	
29/01/2008	5788.9	5885.2	5788.9	5885.2	1144882400	5885.2	5.4	96.3	1	1	-1	
28/01/2008	5869	5869	5705.1	5788.9	1233021300	5788.9	-48.4	-80.1	-1	-1	0	
25/01/2008	5875.8	5973.3	5848.5	5869	1647164400	5869	-16.2	-6.8	-1	-1	0	
24/01/2008	5609.3	5882.3	5609.3	5875.8	2129111000	5875.8	86.9	266.5	1	1	0	
23/01/2008	5740.1	5844.9	5518.3	5609.3	2146010400	5609.3	-259.7	-130.8	-1	-1	0	
22/01/2008	5578.2	5764	5338.7	5740.1	2146910000	5740.1	-135.7	161.9	-1	1	-1	
21/01/2008	5901.7	5901.7	5571	5578.2	2106408800	5578.2	-31.1	-323.5	-1	-1	1	
18/01/2008	5902.4	6030.9	5856.8	5901.7	2001846000	5901.7	161.6	-0.7	1	-1	0	
17/01/2008	5942.9	6028.4	5895.4	5902.4	1696753200	5902.4	324.2	-40.5	1	-1	-1	
16/01/2008	6025.6	6031.5	5908.5	5942.9	1891142200	5942.9	41.2	-82.7	1	-1	-1	
15/01/2008	6215.7	6215.7	6025.6	6025.6	1633314400	6025.6	123.2	-190.1	1	-1	0	
14/01/2008	6202	6247.3	6173	6215.7	1141689500	6215.7	272.8	13.7	1	1	1	
11/01/2008	6222.7	6251.8	6147	6202	1585046200	6202	176.4	-20.7	1	-1	-1	
10/01/2008	6272.7	6314.5	6213	6222.7	1561764100	6222.7	7	-50	1	-1	-1	
09/01/2008	6356.5	6356.5	6241.8	6272.7	1823908800	6272.7	70.7	-83.8	1	-1	0	
08/01/2008	6335.7	6399.6	6335.7	6356.5	1418490000	6356.5	133.8	20.8	1	1	0	
07/01/2008	6348.5	6376.5	6275.2	6335.7	1298557100	6335.7	63	-12.8	1	-1	-1	
04/01/2008	6479.4	6534.7	6333.2	6348.5	1182595000	6348.5	-8	-130.9	-1	-1	0	
03/01/2008	6416.7	6487.8	6394.6	6479.4	932411600	6479.4	143.7	62.7	1	1	0	
02/01/2008	6456.9	6512.3	6402.6	6416.7	674073200	6416.7	68.2	-40.2	1	-1	-1	
31/12/2007	6476.9	6480.2	6432.8	6456.9	193916400	6456.9	-22.5	-20	-1	-1	0	
28/12/2007	6497.8	6497.8	6436.8	6476.9	420046400	6476.9	60.2	-20.9	1	-1	0	
27/12/2007	6479.3	6504.7	6468.4	6497.8	481185100	6497.8	40.9	18.5	1	1	0	
24/12/2007	6434.1	6485.6	6431.2	6479.3	145425600	6479.3	2.4	45.2	1	1	0	
21/12/2007	6345.6	6451.8	6345.6	6434.1	1557130800	6434.1	-63.7	88.5	-1	1	0	
20/12/2007	6284.5	6367.7	6284.5	6345.6	1146332700	6345.6	-133.7	61.1	-1	1	0	
19/12/2007	6279.3	6319.1	6251.8	6284.5	1065834500	6284.5	-149.6	5.2	-1	1	-1	
18/12/2007	6277.8	6344.3	6254.5	6279.3	1177663500	6279.3	-66.3	1.5	-1	1	-1	
17/12/2007	6397	6397	6264.3	6277.8	1142261800	6277.8	-6.7	-119.2	-1	-1	0	
14/12/2007	6364.2	6426.2	6336.7	6397	975937200	6397	117.7	32.8	1	1	0	
13/12/2007	6559.8	6559.8	6364.2	6364.2	1406047700	6364.2	86.4	-195.6	1	-1	-1	
12/12/2007	6536.9	6610.9	6429.5	6559.8	1593979100	6559.8	162.8	22.9	1	1	0	
11/12/2007	6565.4	6597.5	6513.4	6536.9	971129100	6536.9	172.7	-28.5	1	-1	-1	
10/12/2007	6554.9	6596.7	6523.7	6565.4	1022301600	6565.4	5.6	10.5	1	1	1	
07/12/2007	6485.6	6577.8	6485.6	6554.9	1105835600	6554.9	18	69.3	1	1	0	
06/12/2007	6493.8	6591.8	6437.8	6485.6	1518034000	6485.6	-79.8	-8.2	-1	-1	0	
05/12/2007	6315.2	6493.8	6315.2	6493.8	1330501300	6493.8	-61.1	178.6	-1	1	0	
04/12/2007	6386.6	6398.2	6289.3	6315.2	1207162400	6315.2	-170.4	-71.4	-1	-1	0	
03/12/2007	6432.5	6456.1	6379.9	6386.6	1171600800	6386.6	-107.2	-45.9	-1	-1	1	
30/11/2007	6349.1	6455.8	6334	6432.5	1613249400	6432.5	117.3	83.4	1	1	-1	
29/11/2007	6306.2	6363.5	6273.4	6349.1	1410893500	6349.1	-37.5	42.9	-1	1	1	
28/11/2007	6140.7	6307.4	6109.6	6306.2	1557515900	6306.2	-126.3	165.5	-1	1	0	
