Date	Open	High	Low	Close	Volume	Adj Close						
25/10/2006	6182.5	6216.1	6178.8	6214.6	1354486800	6214.6						
24/10/2006	6166.1	6186.9	6161.3	6182.5	1238923200	6182.5						
23/10/2006	6155.2	6181.1	6129.1	6166.1	1061220800	6166.1						
20/10/2006	6156	6199.8	6134.3	6155.2	1450615500	6155.2						
19/10/2006	6150.4	6183.5	6113.1	6156	1303207100	6156						
18/10/2006	6108.6	6166.8	6108.6	6150.4	1750405800	6150.4						
17/10/2006	6172.4	6174.7	6105.8	6108.6	1485665600	6108.6						
16/10/2006	6157.3	6184.3	6149.3	6172.4	1285792400	6172.4						
13/10/2006	6121.3	6170.5	6105.3	6157.3	1451175800	6157.3						
12/10/2006	6073.5	6121.7	6069	6121.3	1338882600	6121.3						
11/10/2006	6072.7	6081.9	6044.7	6073.5	1672596700	6073.5						
10/10/2006	6030.9	6076.3	6030.2	6072.7	2058971800	6072.7						
09/10/2006	6001.2	6044.5	5994.8	6030.9	1338778100	6030.9						
06/10/2006	6004.5	6014.3	5978.1	6001.2	1628449100	6001.2						
05/10/2006	5966.5	6016.7	5966.5	6004.5	2145351000	6004.5						
04/10/2006	5937.1	5969.1	5921.5	5966.5	2142754800	5966.5						
03/10/2006	5957.8	5957.8	5897.3	5937.1	1939007400	5937.1						
02/10/2006	5960.8	5985.5	5950.9	5957.8	1628546500	5957.8						
29/09/2006	5971.3	6002.9	5950.1	5960.8	1618783100	5960.8						
28/09/2006	5930.1	5978.8	5930.1	5971.3	1469060100	5971.3						
27/09/2006	5873.6	5942.2	5872.8	5930.1	1883803000	5930.1						
26/09/2006	5798.3	5879.2	5798.3	5873.6	1651896700	5873.6						
25/09/2006	5822.3	5847	5774.5	5798.3	1770395600	5798.3						
22/09/2006	5896.7	5896.7	5820.4	5822.3	1246627000	5822.3						
21/09/2006	5866.2	5898.1	5848.5	5896.7	1846888400	5896.7						
20/09/2006	5831.8	5880.8	5820.9	5866.2	1828956400	5866.2						
19/09/2006	5890.2	5897.4	5831.8	5831.8	1436161600	5831.8						
18/09/2006	5877	5911.9	5870.4	5890.2	1211359000	5890.2						
15/09/2006	5877.2	5899.2	5864.8	5877	2071064200	5877						
14/09/2006	5892.2	5943.7	5869	5877.2	1798578000	5877.2						
13/09/2006	5895.5	5913.4	5874.5	5892.2	1867392000	5892.2						
12/09/2006	5850.8	5896.9	5824.2	5895.5	1864798600	5895.5						
11/09/2006	5879.3	5879.3	5820	5850.8	1089823200	5850.8						
08/09/2006	5858.1	5899	5858.1	5879.3	1015429900	5879.3						
07/09/2006	5929.3	5929.3	5853.3	5858.1	1574375200	5858.1						
06/09/2006	5981.7	5981.7	5926.2	5929.3	1270011200	5929.3						
05/09/2006	5986.6	5991.2	5956.3	5981.7	1190045900	5981.7						
04/09/2006	5949.1	5986.6	5947.7	5986.6	992682800	5986.6						
01/09/2006	5906.1	5967.7	5906.1	5949.1	1146154500	5949.1						
31/08/2006	5929.3	5937	5895	5906.1	1386764500	5906.1						
30/08/2006	5888.3	5945.3	5888.2	5929.3	1477304500	5929.3						
29/08/2006	5878.6	5921.3	5878.6	5888.3	1366248500	5888.3						
25/08/2006	5869.1	5893.6	5858.6	5878.6	1044447600	5878.6						
24/08/2006	5860	5892.3	5832.5	5869.1	1211904400	5869.1						
23/08/2006	5902.6	5906.3	5853.8	5860	1165203200	5860						
22/08/2006	5915.2	5939.2	5878.4	5902.6	1154758300	5902.6						
21/08/2006	5903.4	5936.6	5883.8	5915.2	978829900	5915.2						
18/08/2006	5900.4	5932.5	5900.2	5903.4	1492403600	5903.4						
17/08/2006	5896.6	5915	5888.8	5900.4	1391457600	5900.4						
16/08/2006	5897.9	5902.8	5848.7	5896.6	1734086800	5896.6						
15/08/2006	5870.9	5903.2	5845	5897.9	1340987000	5897.9						
14/08/2006	5820.1	5870.9	5820.1	5870.9	1029687300	5870.9						
11/08/2006	5823.4	5848.2	5797	5820.1	1397317100	5820.1						
10/08/2006	5860.5	5860.5	5752.6	5823.4	1763427200	5823.4						
09/08/2006	5818.1	5865.9	5778.2	5860.5	1440463400	5860.5						
08/08/2006	5828.8	5866.6	5818.1	5818.1	1551879200	5818.1						
07/08/2006	5889.4	5889.4	5820.9	5828.8	945153000	5828.8						
04/08/2006	5838.4	5893.3	5836.5	5889.4	1497892000	5889.4						
03/08/2006	5932.1	5940.7	5827.1	5838.4	1803150600	5838.4						
02/08/2006	5880.8	5932.1	5880.8	5932.1	1329175500	5932.1						
01/08/2006	5928.3	5949.8	5867.4	5880.8	1278757400	5880.8						
31/07/2006	5974.9	5977.2	5928.3	5928.3	1272181800	5928.3						
28/07/2006	5929.5	5982.5	5904.7	5974.9	1401927000	5974.9						
27/07/2006	5877.1	5936.8	5877.1	5929.5	1583646400	5929.5						
26/07/2006	5851.2	5878.7	5851.2	5877.1	1720193600	5877.1						
25/07/2006	5833.9	5872.8	5825.8	5851.2	1547468200	5851.2						
24/07/2006	5719.7	5835.2	5719.7	5833.9	1298199400	5833.9						
21/07/2006	5770.9	5770.9	5700.7	5719.7	1594082100	5719.7						
20/07/2006	5778	5819.7	5756.4	5770.9	1308633700	5770.9						
19/07/2006	5681.7	5785.3	5680.8	5778	1665784200	5778						
18/07/2006	5701	5712.6	5658.3	5681.7	1439566900	5681.7						
17/07/2006	5707.6	5721.1	5654.6	5701	1366791200	5701						
14/07/2006	5765	5765	5707.6	5707.6	1305351900	5707.6						
13/07/2006	5860.6	5860.6	5751.9	5765	1515312700	5765						
12/07/2006	5857.3	5899.3	5842.7	5860.6	1212975900	5860.6						
11/07/2006	5896.9	5896.9	5844	5857.3	1162635500	5857.3						
10/07/2006	5888.9	5901	5856.5	5896.9	880029600	5896.9						
07/07/2006	5890	5908.5	5858.4	5888.9	1424761200	5888.9						
06/07/2006	5826.7	5897.1	5826.7	5890	1312357600	5890						
05/07/2006	5883.5	5883.5	5815.7	5826.7	1138260600	5826.7						
04/07/2006	5884.4	5884.5	5848.3	5883.5	863784700	5883.5						
03/07/2006	5833.4	5884.4	5833.4	5884.4	1194578500	5884.4						
30/06/2006	5791.5	5865.7	5791.5	5833.4	1583755600	5833.4						
29/06/2006	5678.6	5791.7	5678.6	5791.5	1502990700	5791.5						
28/06/2006	5652.3	5702.9	5633.8	5678.6	1267809100	5678.6						
27/06/2006	5681.2	5729.8	5650	5652.3	1337754500	5652.3						
26/06/2006	5692.1	5716.5	5677.5	5681.2	1614543500	5681.2						
23/06/2006	5684.1	5716.7	5667.8	5692.1	1145495200	5692.1						
22/06/2006	5665	5736.8	5657.2	5684.1	1611284600	5684.1						
21/06/2006	5658.2	5673.5	5610.8	5665	1642751600	5665						
20/06/2006	5626.1	5658.2	5585	5658.2	1352420400	5658.2						
19/06/2006	5597.4	5665.7	5597.4	5626.1	1153580400	5626.1						
16/06/2006	5619.3	5701.5	5594.3	5597.4	2134808800	5597.4						
15/06/2006	5506.8	5636.8	5506.8	5619.3	1917016000	5619.3						
14/06/2006	5519.6	5544.4	5475.6	5506.8	1860632800	5506.8						
13/06/2006	5620.9	5620.9	5467.4	5519.6	2146786800	5519.6						
12/06/2006	5655.2	5666.3	5612.3	5620.9	1463611000	5620.9						
09/06/2006	5562.9	5673.6	5562.9	5655.2	1801661400	5655.2						
08/06/2006	5706.3	5706.3	5562.9	5562.9	2135136200	5562.9						
07/06/2006	5669.8	5720.6	5638.5	5706.3	1885561000	5706.3						
06/06/2006	5762.1	5762.1	5656.6	5669.8	1883561800	5669.8						
05/06/2006	5764.6	5789.8	5738.9	5762.1	1072108200	5762.1						
02/06/2006	5749.7	5802.9	5745.7	5764.6	1669869800	5764.6						
01/06/2006	5723.8	5754.8	5680.6	5749.7	1833351200	5749.7						
31/05/2006	5652	5743.8	5591.5	5723.8	2119922000	5723.8						
30/05/2006	5791	5793.6	5643.3	5652	2026626200	5652						
26/05/2006	5677.7	5791	5677.7	5791	1627197000	5791						
25/05/2006	5587.1	5677.7	5562	5677.7	1760626600	5677.7						
24/05/2006	5678.7	5678.7	5563.5	5587.1	2146770400	5587.1						
23/05/2006	5532.7	5705.9	5532.7	5678.7	2147208600	5678.7						
22/05/2006	5657.4	5657.4	5510.5	5532.7	2031642400	5532.7						
19/05/2006	5671.6	5715	5645.4	5657.4	1777461200	5657.4						
18/05/2006	5675.5	5719.7	5618.7	5671.6	2143472600	5671.6						
17/05/2006	5846.2	5871.6	5675.5	5675.5	2145492400	5675.5						
16/05/2006	5841.3	5883.2	5807.1	5846.2	2138429000	5846.2						
15/05/2006	5912.1	5912.1	5755.4	5841.3	1991604000	5841.3						
12/05/2006	6042	6042	5912.1	5912.1	1697671200	5912.1						
11/05/2006	6083.4	6114.5	6039.9	6042	1600703400	6042						
10/05/2006	6105.6	6110	6079.6	6083.4	1940756400	6083.4						
09/05/2006	6067.1	6109.7	6054.6	6105.6	2064291600	6105.6						
08/05/2006	6091.7	6133.5	6058.8	6067.1	1607859400	6067.1						
05/05/2006	6036.9	6093.1	6033.9	6091.7	1852648000	6091.7						
04/05/2006	6010	6045.8	6001.1	6036.9	1687069400	6036.9						
03/05/2006	6082.1	6100	6008.7	6010	1886399400	6010						
02/05/2006	6023.1	6090.7	6022.3	6082.1	1657637600	6082.1						
28/04/2006	6060	6060	6023.1	6023.1	1644294800	6023.1						
27/04/2006	6104.3	6104.6	6026.2	6060	1966010000	6060						
26/04/2006	6086.6	6126.5	6086.6	6104.3	1650185400	6104.3						
25/04/2006	6098.7	6128.8	6084.6	6086.6	1581336400	6086.6						
24/04/2006	6132.7	6136.5	6098.7	6098.7	1338013400	6098.7						
21/04/2006	6081.4	6137.1	6077.9	6132.7	1553597400	6132.7						
20/04/2006	6089.8	6113.4	6074.2	6081.4	2029861600	6081.4						
19/04/2006	6044.1	6100.6	6044.1	6089.8	1703340600	6089.8						
18/04/2006	6029.4	6056.1	6026.1	6044.1	1389246800	6044.1						
13/04/2006	6000.8	6033.7	5987.2	6029.4	1300431400	6029.4						
12/04/2006	6016.5	6020	5974.5	6000.8	1851945400	6000.8						
11/04/2006	6067	6092.5	6012.9	6016.5	2013240400	6016.5						
10/04/2006	6026.1	6067	6024.3	6067	1716789400	6067						
07/04/2006	6045.7	6074.2	6020.6	6026.1	1984025400	6026.1						
06/04/2006	6044.1	6073.3	6037.6	6045.7	1830574800	6045.7						
05/04/2006	6004.7	6047.5	5983.5	6044.1	2111723800	6044.1						
04/04/2006	6024.3	6024.3	5984.3	6004.7	1622348200	6004.7						
03/04/2006	5964.6	6033.5	5964.6	6024.3	1488772200	6024.3						
31/03/2006	6015.2	6019.2	5961.4	5964.6	1650124600	5964.6						
30/03/2006	5959.2	6036	5959.2	6015.2	1496758000	6015.2						
29/03/2006	5935.7	5979.7	5927.2	5959.2	1742429400	5959.2						
28/03/2006	5972.2	6004.3	5929.7	5935.7	2137043000	5935.7						
27/03/2006	6036.3	6047	5971.4	5972.2	1526643600	5972.2						
24/03/2006	5990.1	6037.9	5990.1	6036.3	2097466800	6036.3						
23/03/2006	6007.5	6029.4	5974.8	5990.1	2137408800	5990.1						
22/03/2006	5991.3	6012.6	5957.8	6007.5	2144835400	6007.5						
21/03/2006	5991.7	5992.9	5956.7	5991.3	1771106200	5991.3						
20/03/2006	5999.4	6039.1	5986.9	5991.7	1881072000	5991.7						
17/03/2006	5993.2	6044	5992.8	5999.4	2147369000	5999.4						
16/03/2006	5965.1	5995.2	5951	5993.2	2146858200	5993.2						
15/03/2006	5950.6	5980.5	5950.6	5965.1	1859456400	5965.1						
14/03/2006	5952.8	5978.6	5940.7	5950.6	1998671200	5950.6						
13/03/2006	5907.9	5959.9	5907.9	5952.8	2085598400	5952.8						
10/03/2006	5855.9	5909.1	5838.2	5907.9	1720750200	5907.9						
09/03/2006	5812.9	5857.1	5812.9	5855.9	1640072800	5855.9						
08/03/2006	5857.4	5857.6	5790.9	5812.9	1915545600	5812.9						
07/03/2006	5897.8	5897.8	5830.7	5857.4	1935777600	5857.4						
06/03/2006	5858.7	5924.5	5858.7	5897.8	2147444000	5897.8						
03/03/2006	5833	5864	5803.8	5858.7	2066401600	5858.7						
02/03/2006	5844.1	5880	5803.7	5833	1917206200	5833						
01/03/2006	5791.5	5844.1	5783.9	5844.1	1990319400	5844.1						
28/02/2006	5875.9	5877.4	5788.7	5791.5	2134114600	5791.5						
27/02/2006	5860.5	5893.3	5860.5	5875.9	2036067200	5875.9						
24/02/2006	5836	5864	5836	5860.5	2014904800	5860.5						
23/02/2006	5872.4	5878.8	5829.4	5836	2099116600	5836						
22/02/2006	5857.7	5877.6	5836.8	5872.4	1842925400	5872.4						
21/02/2006	5863	5888	5856.9	5857.7	1676916800	5857.7						
20/02/2006	5846.2	5866.7	5839.4	5863	1094531400	5863						
17/02/2006	5828.9	5863.3	5822.4	5846.2	1741254400	5846.2						
16/02/2006	5791.5	5828.9	5791.5	5828.9	1895566200	5828.9						
15/02/2006	5792.3	5814.5	5780.9	5791.5	1844068000	5791.5						
14/02/2006	5793.5	5828.6	5773.7	5792.3	1706179400	5792.3						
13/02/2006	5764.1	5793.5	5760.3	5793.5	1369455600	5793.5						
10/02/2006	5808.7	5808.7	5764.1	5764.1	2058495200	5764.1						
09/02/2006	5725.1	5808.9	5725.1	5808.7	2138982600	5808.7						
08/02/2006	5746.8	5746.8	5681.9	5725.1	2141978600	5725.1						
07/02/2006	5772.4	5781.3	5734.7	5746.8	2042239200	5746.8						
06/02/2006	5759.3	5790.4	5759.3	5772.4	1681635200	5772.4						
03/02/2006	5747.3	5766.7	5728.2	5759.3	1728166400	5759.3						
02/02/2006	5801.6	5811.8	5743	5747.3	1969273800	5747.3						
01/02/2006	5760.3	5816	5746.2	5801.6	2144570400	5801.6						
31/01/2006	5779.8	5792.5	5760.3	5760.3	2143520800	5760.3						
30/01/2006	5786.8	5796.1	5772.7	5779.8	1414552400	5779.8						
27/01/2006	5722.6	5788.2	5722.6	5786.8	2039447400	5786.8						
26/01/2006	5704.4	5744	5698.5	5722.6	2141267000	5722.6						
25/01/2006	5633.8	5704.4	5633.8	5704.4	1993671000	5704.4						
24/01/2006	5660.9	5679	5630.4	5633.8	2113319200	5633.8						
23/01/2006	5672.4	5672.4	5625	5660.9	1658293600	5660.9						
20/01/2006	5693.2	5729.8	5666.5	5672.4	2131625600	5672.4						
19/01/2006	5663.7	5710	5663.7	5693.2	2052263400	5693.2						
18/01/2006	5699	5699	5634.8	5663.7	1849631400	5663.7						
17/01/2006	5740.2	5740.2	5693.1	5699	1902898600	5699						
16/01/2006	5711	5740.2	5707.2	5740.2	1259420600	5740.2						
13/01/2006	5735.1	5735.1	5690.9	5711	1641089400	5711						
12/01/2006	5731.5	5744.6	5724.9	5735.1	2119263800	5735.1						
11/01/2006	5688.8	5731.5	5688.8	5731.5	1606590000	5731.5						
10/01/2006	5731.5	5731.5	5686.1	5688.8	1799942000	5688.8						
09/01/2006	5731.8	5750.3	5725.9	5731.5	1690826200	5731.5						
06/01/2006	5691.2	5731.8	5691.2	5731.8	1894952000	5731.8						
05/01/2006	5714.6	5722.4	5686.4	5691.2	1862546600	5691.2						
04/01/2006	5681.5	5716.4	5681.5	5714.6	2005345000	5714.6						
03/01/2006	5618.8	5682.2	5618.8	5681.5	1838004800	5681.5						
30/12/2005	5638.3	5640	5596.8	5618.8	329952000	5618.8						
29/12/2005	5622.8	5647.2	5622.8	5638.3	504948600	5638.3						
28/12/2005	5595.4	5622.8	5591.9	5622.8	688900200	5622.8						
23/12/2005	5597	5608.2	5588	5595.4	307762200	5595.4						
22/12/2005	5587.4	5599.3	5584.8	5597	1069350000	5597						
21/12/2005	5547.9	5590.2	5547.9	5587.4	1344223600	5587.4						
20/12/2005	5539.8	5552.2	5524.7	5547.9	1606969400	5547.9						
19/12/2005	5531.6	5548.4	5525.7	5539.8	1225682400	5539.8						
16/12/2005	5495.3	5552.6	5495.3	5531.6	2140549600	5531.6						
15/12/2005	5521.1	5530.2	5489.3	5495.3	1852742200	5495.3						
